@relation EEG_DATA-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute AF3 numeric
@attribute F7 numeric
@attribute F3 numeric
@attribute FC5 numeric
@attribute T7 numeric
@attribute P7 numeric
@attribute O1 numeric
@attribute O2 numeric
@attribute P8 numeric
@attribute T8 numeric
@attribute FC6 numeric
@attribute F4 numeric
@attribute F8 numeric
@attribute AF4 numeric
@attribute eyeDetection {0,1}

@data
0.010752,0.24848,0.557732,0.002679,0.516843,0.005214,0.003532,0.016352,0.010783,0.499948,0.262354,0.42888,0.02964,0.004227,1
0.010739,0.247758,0.557205,0.002669,0.516024,0.005195,0.003521,0.01445,0.010742,0.498996,0.26192,0.427367,0.02963,0.004222,1
0.010767,0.250335,0.557819,0.002674,0.517311,0.005195,0.003517,0.013311,0.010744,0.499104,0.263509,0.427367,0.02969,0.004229,1
0.010756,0.250128,0.557117,0.002673,0.517194,0.005208,0.003526,0.014261,0.010736,0.498892,0.262931,0.427584,0.029653,0.004223,1
0.010704,0.247346,0.555184,0.002657,0.515557,0.005194,0.003526,0.011598,0.010686,0.49678,0.260762,0.426395,0.029586,0.004208,1
0.010692,0.247346,0.554395,0.002657,0.515205,0.005174,0.003517,0.008176,0.010686,0.495726,0.261052,0.425422,0.029636,0.004207,1
0.010704,0.248067,0.55457,0.002662,0.515438,0.005177,0.003517,0.010838,0.010719,0.496992,0.262354,0.425961,0.029653,0.004212,1
0.010714,0.247653,0.555097,0.002661,0.515557,0.005181,0.003521,0.01445,0.010742,0.497519,0.262785,0.426395,0.029619,0.00422,1
0.010722,0.247963,0.555537,0.00267,0.515789,0.005177,0.003517,0.013501,0.010746,0.497309,0.262641,0.426827,0.029633,0.004222,1
0.010712,0.248272,0.55501,0.002683,0.516024,0.005178,0.003511,0.011788,0.010727,0.497309,0.260762,0.42661,0.029613,0.004208,1
0.010706,0.247448,0.55501,0.002675,0.515438,0.00518,0.003515,0.01122,0.010705,0.49678,0.258886,0.426178,0.029566,0.004205,1
0.010731,0.247448,0.556152,0.002665,0.515322,0.00518,0.003518,0.010456,0.010709,0.496253,0.260041,0.427042,0.029596,0.004224,1
0.010746,0.247653,0.555975,0.002661,0.515205,0.005174,0.003511,0.009125,0.010699,0.496253,0.261052,0.427367,0.02964,0.004224,1
0.010717,0.246624,0.554746,0.002657,0.51427,0.005165,0.003503,0.006467,0.010661,0.496253,0.259463,0.425422,0.029613,0.004201,1
0.010689,0.246005,0.554833,0.002659,0.513919,0.005164,0.0035,0.005514,0.010653,0.495302,0.258739,0.424016,0.029582,0.004193,1
0.010674,0.245385,0.55501,0.002664,0.513217,0.005164,0.003504,0.008365,0.010672,0.493719,0.258739,0.42434,0.029549,0.004189,1
0.010661,0.244354,0.554308,0.002661,0.513217,0.005148,0.003505,0.009889,0.010684,0.493085,0.258162,0.424125,0.029495,0.004182,1
0.010662,0.244046,0.554131,0.002655,0.513568,0.005135,0.003495,0.008365,0.010694,0.494353,0.257874,0.424125,0.029502,0.004183,1
0.010656,0.243737,0.554131,0.002654,0.513452,0.005157,0.003497,0.008936,0.010698,0.495302,0.257007,0.42434,0.029512,0.004181,1
0.010651,0.243632,0.554044,0.002661,0.514035,0.005175,0.003505,0.009125,0.01068,0.494563,0.256863,0.423693,0.029502,0.00418,1
0.010672,0.244664,0.554659,0.002665,0.515089,0.005172,0.003507,0.008365,0.010701,0.494563,0.25903,0.424448,0.029545,0.004191,1
0.010699,0.245385,0.555448,0.002663,0.515789,0.005178,0.003511,0.011788,0.010752,0.497097,0.26163,0.426718,0.029623,0.004202,1
0.010701,0.245385,0.555537,0.00266,0.515557,0.005182,0.003517,0.014261,0.010744,0.498365,0.261773,0.427152,0.029646,0.0042,1
0.010686,0.24518,0.55501,0.002661,0.514971,0.005168,0.003514,0.012551,0.010715,0.496992,0.260618,0.425422,0.02963,0.004194,1
0.010669,0.244046,0.553693,0.002652,0.514619,0.005161,0.003509,0.012551,0.010732,0.497097,0.260331,0.424125,0.029599,0.004183,1
0.010646,0.243118,0.5522,0.002642,0.514387,0.005161,0.003508,0.013119,0.010729,0.498048,0.260331,0.423693,0.029596,0.004176,1
0.010639,0.243632,0.55176,0.002643,0.515089,0.005161,0.003507,0.009889,0.010705,0.497097,0.260331,0.423476,0.029633,0.004179,1
0.010632,0.244354,0.551585,0.002641,0.515322,0.005171,0.00351,0.008365,0.010717,0.496041,0.259897,0.423044,0.029619,0.004175,1
0.010616,0.241881,0.551498,0.002629,0.515205,0.00518,0.00352,0.011598,0.01074,0.496148,0.25932,0.423476,0.029549,0.004166,1
0.010622,0.239304,0.552902,0.002622,0.515557,0.005178,0.003535,0.015021,0.010762,0.497309,0.260762,0.424882,0.029549,0.004171,1
0.010659,0.243632,0.554659,0.002634,0.517194,0.005181,0.003541,0.015592,0.010767,0.498575,0.262064,0.425529,0.029606,0.00419,1
0.010704,0.249819,0.554833,0.002653,0.517427,0.00518,0.003532,0.014832,0.01075,0.498257,0.262064,0.425961,0.029613,0.004204,1
0.010744,0.251262,0.55501,0.002664,0.516375,0.005165,0.003526,0.014261,0.010717,0.497519,0.262785,0.42726,0.029596,0.0042,1
0.010761,0.251572,0.555799,0.002659,0.516024,0.005168,0.003532,0.012551,0.01068,0.49657,0.261052,0.427367,0.029545,0.004191,1
0.010756,0.253635,0.556503,0.002658,0.516257,0.005181,0.003537,0.01198,0.010696,0.494458,0.257584,0.42661,0.029481,0.004196,1
0.010749,0.253944,0.556677,0.002661,0.516375,0.005184,0.003537,0.01369,0.010734,0.494775,0.258162,0.426718,0.029485,0.004204,1
0.010742,0.252088,0.55659,0.002657,0.516375,0.00517,0.003538,0.012551,0.010721,0.496887,0.260909,0.426718,0.029529,0.004196,1
0.010717,0.250128,0.55659,0.002653,0.515789,0.005158,0.003541,0.010649,0.010692,0.496887,0.260618,0.427042,0.029539,0.004185,1
0.010684,0.248892,0.555975,0.002657,0.514971,0.005162,0.003541,0.013119,0.010729,0.496148,0.259897,0.427042,0.029505,0.004178,1
0.010662,0.249509,0.554746,0.002654,0.515322,0.005161,0.003539,0.014072,0.010754,0.496675,0.260185,0.425746,0.029502,0.004166,1
0.010634,0.249716,0.554131,0.002643,0.515906,0.005154,0.003536,0.011788,0.010715,0.496887,0.259173,0.423584,0.029495,0.004151,1
0.010592,0.247448,0.553429,0.002636,0.515322,0.005151,0.003533,0.010267,0.010674,0.495409,0.256429,0.422503,0.029427,0.004138,1
0.010568,0.246314,0.552375,0.002637,0.514503,0.005151,0.003532,0.009318,0.010661,0.494248,0.254697,0.423152,0.029367,0.004133,1
0.010551,0.246519,0.552375,0.002633,0.514152,0.00515,0.00353,0.010267,0.010698,0.494563,0.255562,0.423044,0.029353,0.004128,1
0.010511,0.244561,0.551409,0.002617,0.513801,0.00516,0.003527,0.014643,0.010756,0.494563,0.255274,0.420774,0.029323,0.00411,1
0.010478,0.242086,0.549127,0.002605,0.513217,0.005168,0.003528,0.015781,0.010731,0.494036,0.253252,0.419693,0.029279,0.004094,1
0.010483,0.24291,0.549565,0.002609,0.513801,0.005158,0.003528,0.01198,0.01067,0.494775,0.253539,0.421206,0.029306,0.004102,1
0.010481,0.243839,0.551849,0.002613,0.514854,0.005148,0.00352,0.01198,0.010709,0.495726,0.255418,0.42218,0.029343,0.004112,1
0.010474,0.242808,0.552113,0.002619,0.513684,0.005143,0.003514,0.013883,0.010748,0.494775,0.254697,0.421746,0.02933,0.004105,1
0.010471,0.242396,0.551234,0.00262,0.512398,0.005135,0.003515,0.011409,0.010676,0.493297,0.252097,0.420989,0.029316,0.004091,1
0.010453,0.242808,0.551322,0.002615,0.513568,0.005133,0.003508,0.007416,0.010634,0.492663,0.251373,0.42045,0.029293,0.004087,1
0.010438,0.242705,0.551673,0.002616,0.514619,0.005134,0.003499,0.006085,0.010665,0.49277,0.252674,0.420989,0.029269,0.004089,1
0.010454,0.242808,0.551936,0.00262,0.514035,0.005135,0.003503,0.007987,0.010686,0.493614,0.253395,0.421531,0.029293,0.004094,1
0.010454,0.24291,0.552024,0.002621,0.513568,0.005144,0.003515,0.01122,0.010713,0.495302,0.254263,0.421638,0.029337,0.004098,1
0.010429,0.242705,0.551498,0.002623,0.514152,0.005161,0.003519,0.01293,0.010731,0.495936,0.25484,0.421531,0.029323,0.004096,1
0.010431,0.242705,0.55176,0.002625,0.514387,0.00517,0.003518,0.013501,0.010723,0.495831,0.254984,0.421856,0.029316,0.004096,1
0.010436,0.242498,0.551498,0.002613,0.512982,0.005162,0.003518,0.015592,0.010723,0.496148,0.25484,0.422071,0.029337,0.004092,1
0.010413,0.241984,0.550005,0.002605,0.511579,0.005147,0.003516,0.016734,0.010731,0.495726,0.253973,0.421638,0.029313,0.004087,1
0.010401,0.241881,0.549565,0.002608,0.513333,0.005155,0.003515,0.015781,0.010742,0.495409,0.253685,0.421314,0.029286,0.004087,1
0.010393,0.241881,0.549916,0.002609,0.514503,0.005177,0.003524,0.015592,0.010732,0.495619,0.253685,0.420342,0.029296,0.004082,1
0.010358,0.24085,0.549127,0.002603,0.513452,0.005165,0.003526,0.015021,0.010707,0.49488,0.25195,0.418829,0.029276,0.004067,1
0.010351,0.24023,0.548688,0.0026,0.513801,0.005145,0.003518,0.013501,0.010719,0.494141,0.250795,0.418072,0.029246,0.004062,1
0.01036,0.240025,0.548512,0.002603,0.51427,0.005145,0.003517,0.013119,0.010746,0.495197,0.25224,0.418287,0.029256,0.004059,1
0.010318,0.237653,0.546755,0.002591,0.512047,0.005143,0.00352,0.01445,0.010732,0.494987,0.251229,0.416884,0.029225,0.004043,1
0.010298,0.236622,0.545702,0.00258,0.511112,0.00514,0.003528,0.015592,0.010723,0.493297,0.249063,0.415478,0.029185,0.004044,1
0.01034,0.238994,0.546844,0.002593,0.512749,0.005162,0.003538,0.017305,0.010752,0.494248,0.251229,0.417423,0.029249,0.004061,1
0.010353,0.240025,0.547019,0.002598,0.512982,0.005172,0.003532,0.017112,0.010746,0.495936,0.253685,0.419154,0.029306,0.004064,1
0.010321,0.238272,0.54623,0.002584,0.512398,0.005155,0.003514,0.014261,0.010707,0.495831,0.25224,0.417855,0.029286,0.004057,1
0.010316,0.237653,0.54623,0.00258,0.5131,0.00515,0.003516,0.012551,0.010699,0.49467,0.250651,0.416452,0.029262,0.004053,1
0.010321,0.237446,0.546492,0.002585,0.5131,0.00516,0.003532,0.013311,0.010701,0.493509,0.250361,0.416884,0.029242,0.004047,1
0.01031,0.237241,0.546404,0.002588,0.512633,0.005164,0.003529,0.013501,0.010701,0.493719,0.24964,0.416991,0.029215,0.004044,1
0.010326,0.238582,0.547546,0.002592,0.513801,0.005165,0.00352,0.01445,0.010748,0.495514,0.249927,0.417423,0.029232,0.004054,1
0.010336,0.237343,0.548512,0.002589,0.513568,0.005171,0.003532,0.018443,0.010787,0.496675,0.251516,0.418936,0.029252,0.004051,1
0.01031,0.234561,0.547721,0.00258,0.51193,0.00516,0.003536,0.018254,0.010732,0.495726,0.250651,0.418829,0.029208,0.004039,1
0.010305,0.23755,0.546932,0.002592,0.511695,0.005138,0.003519,0.013119,0.010678,0.493824,0.247905,0.41764,0.029148,0.004034,1
0.01032,0.243118,0.547106,0.002609,0.512163,0.00513,0.003513,0.011598,0.01068,0.491714,0.245305,0.416559,0.02907,0.004031,1
0.010315,0.245385,0.546755,0.002611,0.51193,0.005128,0.003511,0.010267,0.010647,0.488758,0.242271,0.414182,0.028952,0.004017,0
0.010313,0.247963,0.545966,0.00262,0.5131,0.005133,0.003503,0.005703,0.010583,0.486436,0.239527,0.412668,0.028851,0.004007,0
0.010325,0.252396,0.546141,0.002638,0.514854,0.005145,0.003507,0.004754,0.010591,0.486014,0.237794,0.41364,0.028767,0.004006,0
0.010315,0.253015,0.546492,0.002638,0.514035,0.005145,0.003512,0.006467,0.010624,0.486541,0.23476,0.412776,0.028669,0.003989,0
0.010298,0.250335,0.545615,0.002622,0.512982,0.005138,0.003497,0.004754,0.01061,0.486436,0.232881,0.409749,0.028619,0.003974,0
0.010288,0.249613,0.545351,0.002618,0.513801,0.005134,0.003488,0.004754,0.010612,0.485907,0.234614,0.409534,0.028663,0.003983,0
0.010278,0.25085,0.545,0.002627,0.514738,0.005134,0.003495,0.008176,0.010651,0.486646,0.236203,0.41083,0.02871,0.00399,0
0.010283,0.250952,0.544209,0.002634,0.514738,0.00514,0.003502,0.006845,0.010637,0.488336,0.236203,0.410723,0.028693,0.003987,0
0.010306,0.250128,0.545088,0.002633,0.514503,0.005137,0.003501,0.003041,0.010599,0.487807,0.236783,0.410613,0.028676,0.00399,0
0.010325,0.250438,0.546755,0.002634,0.514152,0.005131,0.003492,0.003993,0.010622,0.486541,0.236927,0.411802,0.028717,0.003998,0
0.010316,0.25085,0.546404,0.002635,0.513801,0.005137,0.003487,0.006467,0.010655,0.487702,0.236783,0.412236,0.028764,0.003999,0
0.010315,0.250335,0.54579,0.002634,0.514387,0.005141,0.003493,0.006467,0.010637,0.488863,0.238806,0.412776,0.028777,0.004005,0
0.010335,0.250026,0.546844,0.002639,0.51427,0.005137,0.003495,0.006845,0.010628,0.488441,0.240538,0.413857,0.028794,0.00401,0
0.010326,0.249201,0.546581,0.002636,0.5131,0.00514,0.003498,0.010456,0.010659,0.487914,0.238515,0.414182,0.028801,0.004002,0
0.010291,0.247448,0.54579,0.002628,0.512865,0.005147,0.003508,0.01369,0.010676,0.488124,0.236349,0.413208,0.028767,0.003999,0
0.010296,0.247036,0.54623,0.002629,0.513333,0.005141,0.00351,0.011409,0.010649,0.488653,0.237938,0.413532,0.028777,0.004008,0
0.010315,0.247241,0.546581,0.002632,0.512865,0.005131,0.00351,0.010649,0.010649,0.489392,0.239817,0.414829,0.028824,0.004013,0
0.010313,0.246726,0.546492,0.00263,0.5131,0.005134,0.003517,0.014832,0.010698,0.49087,0.240104,0.414614,0.028841,0.004011,0
0.010315,0.247653,0.546668,0.002632,0.513919,0.005155,0.003525,0.017112,0.010736,0.491924,0.241693,0.414182,0.028882,0.004016,0
0.010333,0.248994,0.547546,0.002637,0.513919,0.005168,0.003524,0.016352,0.010707,0.491502,0.243138,0.415478,0.028915,0.004018,0
0.010341,0.248067,0.548425,0.002635,0.5131,0.005152,0.003516,0.014832,0.010668,0.490553,0.241549,0.416342,0.028865,0.004011,0
0.010328,0.247036,0.549214,0.002634,0.513333,0.005133,0.00351,0.01198,0.010659,0.490658,0.241549,0.415802,0.028858,0.004019,0
0.010345,0.248067,0.549039,0.002637,0.514387,0.00514,0.003507,0.009125,0.010668,0.490975,0.243716,0.415585,0.028932,0.004032,0
0.010346,0.248067,0.547459,0.002636,0.513333,0.005138,0.003496,0.008936,0.010666,0.490024,0.241406,0.41537,0.028885,0.004018,0
0.0103,0.246107,0.546141,0.00263,0.511344,0.005118,0.003488,0.006845,0.010632,0.488653,0.237504,0.414072,0.028791,0.003998,0
0.010276,0.244973,0.546141,0.002624,0.510995,0.005113,0.003484,0.004372,0.010608,0.487914,0.238082,0.413208,0.028814,0.004002,0
0.010288,0.244354,0.546404,0.002623,0.511463,0.00512,0.00348,0.005703,0.01062,0.487702,0.238806,0.413315,0.028831,0.004003,0
0.010281,0.24353,0.545702,0.002623,0.510995,0.005115,0.00348,0.005325,0.01061,0.486753,0.236349,0.413425,0.028764,0.003996,0
0.01029,0.244251,0.546053,0.002629,0.511695,0.005117,0.003479,0.002091,0.010579,0.486119,0.235481,0.413208,0.02876,0.004005,0
0.01034,0.246314,0.547985,0.002647,0.513452,0.005131,0.00348,0.004943,0.010628,0.488546,0.239237,0.414506,0.028861,0.004024,0
0.010365,0.247448,0.549303,0.002656,0.514619,0.00514,0.003485,0.011409,0.010721,0.492136,0.244006,0.416774,0.028959,0.004036,0
0.010361,0.246829,0.549303,0.002642,0.513801,0.005137,0.003487,0.01122,0.010705,0.492348,0.245161,0.416991,0.028983,0.004036,0
0.010355,0.245488,0.548776,0.002629,0.512163,0.005128,0.003488,0.007227,0.010643,0.489707,0.242704,0.415695,0.028952,0.004028,0
0.010355,0.244768,0.548688,0.002632,0.512163,0.005125,0.003488,0.008176,0.010653,0.488441,0.240828,0.414938,0.028942,0.004031,0
0.010371,0.245695,0.548863,0.002638,0.513568,0.005131,0.003488,0.010838,0.010705,0.489919,0.241983,0.415263,0.028983,0.004042,0
0.010386,0.246624,0.549127,0.002639,0.513919,0.005143,0.003491,0.010649,0.010719,0.491924,0.244583,0.416452,0.029037,0.004044,0
0.010376,0.245385,0.54895,0.002633,0.513684,0.005157,0.003497,0.01122,0.010694,0.492031,0.245017,0.416774,0.029043,0.004038,0
0.010343,0.243118,0.548248,0.002628,0.513333,0.005151,0.003495,0.011027,0.010661,0.490341,0.242417,0.415478,0.028986,0.004036,0
0.010343,0.243118,0.548425,0.00263,0.512398,0.005135,0.003488,0.007987,0.010655,0.489919,0.240828,0.415153,0.028942,0.00404,0
0.010363,0.243632,0.549127,0.00263,0.511814,0.005137,0.003487,0.007987,0.010668,0.490341,0.241549,0.415695,0.028949,0.004044,0
0.010353,0.242498,0.548776,0.002629,0.511695,0.005137,0.003486,0.009889,0.010653,0.489075,0.240972,0.414938,0.028946,0.004039,0
0.01034,0.241776,0.548336,0.002629,0.511344,0.005121,0.003485,0.008747,0.010645,0.487807,0.240104,0.414397,0.028932,0.004035,0
0.01036,0.243118,0.548776,0.002628,0.512282,0.005118,0.003486,0.007605,0.010663,0.489075,0.241406,0.415695,0.028973,0.004046,0
0.010386,0.245283,0.549478,0.002642,0.514035,0.005125,0.003482,0.009125,0.010676,0.490975,0.243428,0.416991,0.029027,0.004056,0
0.01038,0.244459,0.549127,0.002649,0.512982,0.00513,0.003482,0.009507,0.01067,0.491397,0.244583,0.417316,0.029037,0.004051,0
0.010366,0.242396,0.548599,0.002633,0.511463,0.005131,0.003479,0.007798,0.010641,0.490553,0.244727,0.417423,0.02904,0.00405,0
0.010373,0.245385,0.54939,0.00264,0.5131,0.005127,0.003471,0.007034,0.010624,0.489919,0.244583,0.417099,0.02908,0.004056,0
0.010386,0.249406,0.549039,0.002658,0.51427,0.005125,0.003471,0.007034,0.010624,0.48918,0.242704,0.415695,0.029033,0.004041,0
0.010355,0.248067,0.546492,0.002651,0.5131,0.005131,0.003483,0.006656,0.010612,0.487807,0.238372,0.413315,0.028861,0.004013,0
0.010328,0.247346,0.546053,0.002646,0.513684,0.005135,0.003483,0.005135,0.010612,0.486963,0.236203,0.412776,0.028794,0.004018,0
0.010371,0.250231,0.548599,0.002661,0.515205,0.00513,0.003481,0.004564,0.01063,0.487492,0.238372,0.414397,0.028905,0.004044,0
0.0104,0.250026,0.549039,0.002661,0.513568,0.005123,0.003488,0.006656,0.010639,0.488653,0.240828,0.415478,0.028979,0.004044,0
0.010365,0.247448,0.547283,0.002651,0.511814,0.005117,0.003486,0.007605,0.010651,0.489392,0.240828,0.414721,0.028966,0.004033,0
0.010341,0.246829,0.546581,0.002645,0.512514,0.005117,0.003474,0.006085,0.010645,0.489075,0.240248,0.414182,0.028946,0.004032,0
0.010335,0.246624,0.546492,0.002639,0.513452,0.005124,0.003473,0.003993,0.010601,0.48728,0.238515,0.41364,0.028895,0.004022,0
0.010333,0.246726,0.547634,0.002649,0.514152,0.005135,0.003479,0.004183,0.010606,0.486436,0.237214,0.413208,0.028872,0.004021,0
0.010355,0.24786,0.549478,0.002661,0.514738,0.005145,0.003478,0.006845,0.010666,0.488441,0.238806,0.414182,0.028922,0.004036,0
0.010376,0.248067,0.549478,0.002657,0.514619,0.005141,0.003478,0.009125,0.01067,0.489814,0.240394,0.415263,0.028939,0.00404,0
0.010383,0.24817,0.54895,0.002656,0.514152,0.005143,0.003486,0.009696,0.010659,0.488968,0.240394,0.415695,0.028919,0.00404,0
0.010396,0.248582,0.549829,0.002663,0.513568,0.005152,0.003494,0.010456,0.010676,0.488968,0.241837,0.417208,0.028969,0.004048,0
0.010393,0.247139,0.550092,0.002657,0.512398,0.005148,0.003496,0.010267,0.01067,0.490341,0.242995,0.418287,0.029003,0.004049,0
0.010366,0.245592,0.548336,0.002641,0.512514,0.005144,0.003492,0.008176,0.010657,0.490446,0.242561,0.417316,0.029,0.004042,0
0.010358,0.246005,0.546932,0.002638,0.513568,0.005152,0.003491,0.008747,0.01068,0.490341,0.242271,0.415585,0.029003,0.004035,0
0.010361,0.246314,0.546317,0.002643,0.514035,0.005164,0.003492,0.010267,0.010684,0.490131,0.241693,0.414397,0.028969,0.004028,0
0.010341,0.246005,0.54623,0.002645,0.514503,0.005174,0.003491,0.008558,0.010635,0.489497,0.23967,0.413532,0.028915,0.004027,0
0.010331,0.245695,0.54623,0.00264,0.51427,0.005168,0.003489,0.008176,0.010622,0.488863,0.237938,0.412776,0.028899,0.004023,0
0.010338,0.244149,0.544737,0.002626,0.512047,0.005148,0.003487,0.008936,0.010637,0.487068,0.23736,0.412127,0.028861,0.004016,0
0.010333,0.242808,0.543595,0.002609,0.510409,0.005127,0.003484,0.006085,0.010624,0.485063,0.23707,0.412344,0.028831,0.004021,0
0.010331,0.243015,0.544386,0.00261,0.511579,0.005124,0.003481,0.003422,0.01062,0.486541,0.238949,0.413532,0.028888,0.004033,0
0.010356,0.244046,0.545615,0.002625,0.513217,0.005131,0.003488,0.003612,0.01062,0.489285,0.242271,0.414829,0.028973,0.004041,0
0.010383,0.245385,0.545879,0.002631,0.5131,0.005141,0.003506,0.005135,0.010628,0.489497,0.243428,0.415263,0.02899,0.004046,0
0.010393,0.246107,0.546317,0.002627,0.512282,0.005138,0.003508,0.005514,0.010643,0.489497,0.241693,0.415478,0.02899,0.004051,0
0.010393,0.245902,0.546581,0.002629,0.511344,0.005128,0.003493,0.004183,0.010634,0.490024,0.241116,0.415695,0.02901,0.004052,0
0.010398,0.245902,0.546317,0.002627,0.511579,0.005138,0.003489,0.004943,0.01063,0.490131,0.242561,0.415478,0.029023,0.00405,0
0.010391,0.244871,0.546581,0.002622,0.513217,0.005152,0.003497,0.008176,0.010651,0.489919,0.242127,0.415046,0.029016,0.00405,0
0.01038,0.243427,0.546581,0.002616,0.513452,0.005143,0.003491,0.007034,0.01063,0.489075,0.241259,0.41537,0.029016,0.004048,0
0.010381,0.243942,0.54623,0.002616,0.512633,0.005127,0.003476,0.001709,0.010587,0.489919,0.243572,0.416559,0.029043,0.004052,0
0.010391,0.244664,0.546404,0.002626,0.5131,0.005131,0.003474,0.001902,0.010608,0.491185,0.245738,0.416017,0.02907,0.004057,0
0.010381,0.24353,0.545702,0.002625,0.513919,0.005145,0.003482,0.004754,0.010624,0.490131,0.242995,0.414072,0.029037,0.00405,0
0.01037,0.242808,0.544297,0.002613,0.513452,0.005145,0.003486,0.003804,0.010591,0.488546,0.239961,0.413315,0.028973,0.004041,0
0.010371,0.243632,0.544649,0.002621,0.512398,0.005135,0.003485,0.002662,0.010599,0.489285,0.240828,0.414506,0.028973,0.004044,0
0.010386,0.244561,0.546053,0.002631,0.51193,0.005127,0.003483,0.004564,0.010641,0.490446,0.241837,0.414829,0.029054,0.004056,0
0.010396,0.244354,0.546317,0.002616,0.51076,0.005135,0.003489,0.006845,0.010645,0.489707,0.240538,0.414289,0.029023,0.004052,0
0.010385,0.242396,0.546404,0.002605,0.510644,0.00515,0.003505,0.007798,0.01062,0.488546,0.239237,0.415153,0.028885,0.004044,0
0.010401,0.241055,0.547195,0.002612,0.512749,0.005155,0.003511,0.008365,0.01063,0.489497,0.241837,0.416884,0.028942,0.004061,0
0.010436,0.241571,0.547106,0.002611,0.513568,0.005155,0.003501,0.007987,0.010659,0.492031,0.247471,0.41764,0.029212,0.004089,0
0.010443,0.240025,0.546141,0.002605,0.512047,0.005151,0.00349,0.006274,0.010661,0.494563,0.25224,0.418072,0.029417,0.004118,0
0.010471,0.236931,0.547195,0.002605,0.511579,0.005143,0.003492,0.005135,0.010661,0.496148,0.25484,0.419693,0.029508,0.004143,0
0.010508,0.236107,0.54895,0.002605,0.512282,0.005135,0.003501,0.005135,0.010663,0.495619,0.255708,0.420882,0.029555,0.004144,0
0.010476,0.236519,0.548248,0.002601,0.511579,0.005145,0.003503,0.005896,0.010653,0.494563,0.25455,0.420125,0.029515,0.004125,0
0.010456,0.236209,0.546668,0.002603,0.511344,0.005152,0.003494,0.007605,0.010659,0.494775,0.253252,0.419478,0.029488,0.004128,0
0.010484,0.235488,0.546668,0.002604,0.511344,0.005143,0.003492,0.010267,0.010694,0.495197,0.253973,0.420233,0.029518,0.004138,0
0.010479,0.234663,0.547634,0.002597,0.510293,0.005148,0.003502,0.011598,0.010723,0.494775,0.253685,0.420774,0.029498,0.00413,0
0.010476,0.235075,0.548863,0.002598,0.511228,0.005154,0.003504,0.011598,0.010713,0.495831,0.253973,0.421099,0.029505,0.004133,0
0.010503,0.236622,0.549565,0.002607,0.5131,0.00515,0.0035,0.01274,0.010715,0.497519,0.256719,0.421963,0.029569,0.004144,0
0.010503,0.236107,0.548688,0.002604,0.513452,0.005161,0.00351,0.013883,0.010729,0.497519,0.257441,0.421963,0.029569,0.004141,0
0.010489,0.235178,0.548248,0.0026,0.513333,0.005161,0.003506,0.011598,0.010713,0.49657,0.256286,0.421856,0.029532,0.004135,0
0.010516,0.236931,0.549039,0.002605,0.513217,0.005137,0.003488,0.008558,0.010703,0.496253,0.257584,0.422937,0.029589,0.004143,0
0.010539,0.238272,0.549303,0.002609,0.513217,0.005143,0.003497,0.011598,0.010734,0.497731,0.25932,0.424125,0.029643,0.004154,0
0.010526,0.237755,0.550092,0.002608,0.514152,0.005174,0.003518,0.015592,0.010744,0.498787,0.25932,0.42434,0.029596,0.00416,0
0.010528,0.236931,0.551849,0.002609,0.51427,0.00518,0.003519,0.013311,0.010709,0.497836,0.258596,0.424558,0.029593,0.004156,0
0.010536,0.236209,0.552287,0.00261,0.512398,0.005157,0.003509,0.011027,0.010694,0.496148,0.258308,0.424125,0.029636,0.004151,0
0.010514,0.23559,0.550356,0.002606,0.512514,0.005148,0.003508,0.012359,0.010705,0.495726,0.257441,0.423044,0.029609,0.004148,0
0.010496,0.235797,0.549039,0.002602,0.513684,0.005165,0.003517,0.01293,0.010717,0.496675,0.256573,0.422503,0.029579,0.004144,0
0.010503,0.236416,0.54939,0.002605,0.510877,0.005162,0.003518,0.010838,0.010696,0.495936,0.255708,0.422071,0.029586,0.004138,0
0.010494,0.236416,0.54939,0.002603,0.50959,0.005131,0.003499,0.008365,0.010663,0.494353,0.255128,0.421314,0.029566,0.004131,0
0.010494,0.236209,0.549741,0.002605,0.513684,0.005138,0.003489,0.010078,0.010715,0.495936,0.256286,0.422071,0.029579,0.004136,0
0.010534,0.237034,0.551585,0.002614,0.516492,0.005172,0.003497,0.013119,0.010783,0.498575,0.260041,0.424773,0.029657,0.004158,0
0.010548,0.23786,0.552464,0.002613,0.514619,0.005171,0.003497,0.012551,0.01074,0.497836,0.26163,0.425961,0.029684,0.004164,0
0.010513,0.237343,0.550531,0.002605,0.513452,0.005154,0.003492,0.01122,0.01069,0.496887,0.25903,0.424016,0.029619,0.004144,0
0.010498,0.236931,0.549127,0.002608,0.51427,0.005157,0.00349,0.01198,0.010715,0.498153,0.257874,0.421638,0.029596,0.004135,0
0.010506,0.237241,0.549127,0.002611,0.513919,0.00516,0.003491,0.011598,0.010711,0.497414,0.258886,0.421531,0.029613,0.004148,0
0.010503,0.237755,0.549214,0.002605,0.513684,0.005152,0.003496,0.011788,0.010703,0.496041,0.258596,0.423044,0.029613,0.004155,0
0.010513,0.238889,0.550794,0.00261,0.514971,0.005161,0.003506,0.015592,0.010763,0.49794,0.259607,0.424448,0.029646,0.004161,0
0.010538,0.239509,0.552287,0.002624,0.515673,0.00518,0.003516,0.017494,0.010771,0.499631,0.26163,0.425205,0.029673,0.004162,0
